Cast	/job:localhost/replica:0/task:0/device:GPU:0	2000	74000	78000	['(11x11x3x64)', ' -DstT f16 -SrcT f32']	Cast = Cast(v/cg/conv0/conv2d/kernel/read)	[1552507678761669000, 1552507678761671000, 1552507678761743000, 1552507678761747000]
Cast:Cast	/device:GPU:0/stream:all	0	4000	4000	['(?output_ref2)']		[1552507678761734000, 1552507678761734000, 1552507678761738000, 1552507678761738000]
Cast_1	/job:localhost/replica:0/task:0/device:GPU:0	1000	29000	32000	['(5x5x64x192)', ' -DstT f16 -SrcT f32']	[GPU_0_bfc 0.6MB 0.6MB] Cast_1 = Cast(v/cg/conv1/conv2d/kernel/read)	[1552507678762103000, 1552507678762104000, 1552507678762132000, 1552507678762135000]
Cast_1:Cast	/device:GPU:0/stream:all	0	11000	11000	['(?output_ref2)']		[1552507678762116000, 1552507678762116000, 1552507678762127000, 1552507678762127000]
Cast_2	/job:localhost/replica:0/task:0/device:GPU:0	0	44000	46000	['(3x3x192x384)', ' -DstT f16 -SrcT f32']	[GPU_0_bfc 1.3MB 1.3MB] Cast_2 = Cast(v/cg/conv2/conv2d/kernel/read)	[1552507678762259000, 1552507678762259000, 1552507678762303000, 1552507678762305000]
Cast_2:Cast	/device:GPU:0/stream:all	0	26000	26000	['(?output_ref2)']		[1552507678762272000, 1552507678762272000, 1552507678762298000, 1552507678762298000]
Cast_3	/job:localhost/replica:0/task:0/device:GPU:0	1000	71000	74000	['(3x3x384x384)', ' -DstT f16 -SrcT f32']	[GPU_0_bfc 2.5MB 2.5MB] Cast_3 = Cast(v/cg/conv3/conv2d/kernel/read)	[1552507678762439000, 1552507678762440000, 1552507678762510000, 1552507678762513000]
Cast_3:Cast	/device:GPU:0/stream:all	0	54000	54000	['(?output_ref2)']		[1552507678762452000, 1552507678762452000, 1552507678762506000, 1552507678762506000]
Cast_4	/job:localhost/replica:0/task:0/device:GPU:0	1000	49000	51000	['(3x3x384x256)', ' -DstT f16 -SrcT f32']	[GPU_0_bfc 1.7MB 1.7MB] Cast_4 = Cast(v/cg/conv4/conv2d/kernel/read)	[1552507678762630000, 1552507678762631000, 1552507678762679000, 1552507678762681000]
Cast_4:Cast	/device:GPU:0/stream:all	0	32000	32000	['(?output_ref2)']		[1552507678762643000, 1552507678762643000, 1552507678762675000, 1552507678762675000]
ConstantFolding/average_loss/Mean/input_const_axis	/job:localhost/replica:0/task:0/device:GPU:0	1000	2000	4000	['(1)']	ConstantFolding/average_loss/Mean/input_const_axis = Const(^tower_0/v/add)	[1552507678812101000, 1552507678812102000, 1552507678812103000, 1552507678812105000]
ConstantFolding/tower_0/v/cg/dropout0_1/dropout/dropout/div_recip	/job:localhost/replica:0/task:0/device:GPU:0	0	1000	2000	['(1)']	ConstantFolding/tower_0/v/cg/dropout0_1/dropout/dropout/div_recip = Const()	[1552507678750869000, 1552507678750869000, 1552507678750870000, 1552507678750871000]
